condition_id,car_id,entry_date,entry_type,description,cost,reported_by,is_repaired,repair_date,notes,created_at,updated_at
184,40,2024-08-23,Maintenance,Oil Change,194.52,System,True,2024-08-30,Major repair required,2026-02-07 13:31:35.831867,2026-02-07 13:31:35.831867
185,41,2023-08-12,Maintenance,AC Service,713.52,Customer,True,2023-08-15,Regular check,2026-02-07 13:31:35.831867,2026-02-07 13:31:35.831867
186,42,2023-08-16,Maintenance,Suspension Repair,2475.17,Employee,True,2023-08-29,,2026-02-07 13:31:35.831867,2026-02-07 13:31:35.831867
187,42,2025-09-19,Maintenance,Suspension Repair,2183.9,Employee,True,2025-09-30,Warranty repair,2026-02-07 13:31:35.831867,2026-02-07 13:31:35.831867
188,42,2023-05-06,Maintenance,Tire Replacement,1176.86,System,True,2023-05-18,Major repair required,2026-02-07 13:31:35.831867,2026-02-07 13:31:35.831867
189,42,2024-04-25,Damage,Dent,724.63,Employee,False,,Warranty repair,2026-02-07 13:31:35.831867,2026-02-07 13:31:35.831867
190,42,2024-03-11,Damage,Interior Stain,464.04,System,False,,Warranty repair,2026-02-07 13:31:35.831867,2026-02-07 13:31:35.831867
191,42,2023-10-07,Damage,Mirror Damage,937.75,Customer,True,2023-10-18,,2026-02-07 13:31:35.831867,2026-02-07 13:31:35.831867
192,42,2023-10-24,Damage,Tire Damage,116.18,System,True,2023-10-29,Regular check,2026-02-07 13:31:35.831867,2026-02-07 13:31:35.831867
193,42,2023-05-01,Maintenance,Transmission Service,5651.84,Customer,True,2023-05-03,Warranty repair,2026-02-07 13:31:35.831867,2026-02-07 13:31:35.831867
194,43,2024-01-13,Maintenance,Transmission Service,5973.6,Customer,True,2024-01-26,Warranty repair,2026-02-07 13:31:35.831867,2026-02-07 13:31:35.831867
195,43,2024-06-04,Maintenance,Regular Maintenance,596.05,Employee,True,2024-06-17,Warranty repair,2026-02-07 13:31:35.831867,2026-02-07 13:31:35.831867
196,43,2024-03-17,Damage,Broken Window,832.01,Employee,True,2024-03-20,Major repair required,2026-02-07 13:31:35.831867,2026-02-07 13:31:35.831867
197,43,2023-03-14,Maintenance,Tire Replacement,1152.98,System,True,2023-03-18,Warranty repair,2026-02-07 13:31:35.831867,2026-02-07 13:31:35.831867
198,43,2024-02-09,Damage,Broken Window,723.56,System,True,2024-02-14,,2026-02-07 13:31:35.831867,2026-02-07 13:31:35.831867
199,43,2023-10-11,Damage,Scratch,74.99,Employee,True,2023-10-15,Minor issue,2026-02-07 13:31:35.831867,2026-02-07 13:31:35.831867
200,44,2024-10-02,Maintenance,Regular Maintenance,555.49,System,True,2024-10-09,Regular check,2026-02-07 13:31:35.831867,2026-02-07 13:31:35.831867
201,45,2023-04-12,Maintenance,Transmission Service,6027.17,Employee,True,2023-04-14,Minor issue,2026-02-07 13:31:35.831867,2026-02-07 13:31:35.831867
202,45,2023-12-28,Maintenance,Regular Maintenance,542.96,System,True,2024-01-11,Major repair required,2026-02-07 13:31:35.831867,2026-02-07 13:31:35.831867
203,46,2023-04-09,Maintenance,Battery Replacement,776.21,System,True,2023-04-18,Major repair required,2026-02-07 13:31:35.831867,2026-02-07 13:31:35.831867
204,46,2024-01-08,Damage,Dent,796.15,Customer,False,,Regular check,2026-02-07 13:31:35.831867,2026-02-07 13:31:35.831867
205,46,2024-10-01,Damage,Tire Damage,145.05,Employee,True,2024-10-13,Warranty repair,2026-02-07 13:31:35.831867,2026-02-07 13:31:35.831867
206,46,2023-01-05,Maintenance,Oil Change,131.7,System,True,2023-01-18,Regular check,2026-02-07 13:31:35.831867,2026-02-07 13:31:35.831867
207,46,2023-01-13,Maintenance,Regular Maintenance,330.16,System,True,2023-01-16,Major repair required,2026-02-07 13:31:35.831867,2026-02-07 13:31:35.831867
208,46,2023-06-16,Damage,Bumper Damage,1605.64,Customer,False,,Major repair required,2026-02-07 13:31:35.831867,2026-02-07 13:31:35.831867
209,46,2023-10-24,Maintenance,Regular Maintenance,421.72,System,True,2023-10-30,Regular check,2026-02-07 13:31:35.831867,2026-02-07 13:31:35.831867
210,47,2023-12-12,Damage,Scratch,253.08,Customer,False,,Warranty repair,2026-02-07 13:31:35.831867,2026-02-07 13:31:35.831867
211,47,2025-01-08,Maintenance,AC Service,816.37,Employee,True,2025-01-21,Major repair required,2026-02-07 13:31:35.831867,2026-02-07 13:31:35.831867
212,47,2023-12-06,Damage,Scratch,90.74,Employee,False,,,2026-02-07 13:31:35.831867,2026-02-07 13:31:35.831867
213,47,2025-03-15,Damage,Tire Damage,397.19,System,True,2025-03-16,Regular check,2026-02-07 13:31:35.831867,2026-02-07 13:31:35.831867
214,48,2023-09-22,Damage,Tire Damage,175.14,Customer,True,2023-09-30,Minor issue,2026-02-07 13:31:35.831867,2026-02-07 13:31:35.831867
215,48,2023-03-26,Damage,Broken Window,798.22,Customer,True,2023-03-28,Major repair required,2026-02-07 13:31:35.831867,2026-02-07 13:31:35.831867
216,48,2024-03-04,Damage,Bumper Damage,882.08,System,True,2024-03-16,,2026-02-07 13:31:35.831867,2026-02-07 13:31:35.831867
217,48,2024-02-01,Maintenance,Engine Repair,1260.39,System,True,2024-02-07,Major repair required,2026-02-07 13:31:35.831867,2026-02-07 13:31:35.831867
218,48,2025-11-04,Maintenance,Tire Replacement,1040.27,Employee,True,2025-11-08,Major repair required,2026-02-07 13:31:35.831867,2026-02-07 13:31:35.831867
219,48,2024-06-24,Damage,Bumper Damage,983.53,Employee,True,2024-07-02,Warranty repair,2026-02-07 13:31:35.831867,2026-02-07 13:31:35.831867
220,48,2023-08-21,Maintenance,Transmission Service,4317.26,Customer,True,2023-08-29,Warranty repair,2026-02-07 13:31:35.831867,2026-02-07 13:31:35.831867
221,49,2025-01-03,Maintenance,Oil Change,158.74,System,True,2025-01-12,,2026-02-07 13:31:35.831867,2026-02-07 13:31:35.831867
222,49,2024-03-14,Maintenance,Suspension Repair,830.21,Customer,True,2024-03-17,Major repair required,2026-02-07 13:31:35.831867,2026-02-07 13:31:35.831867
223,49,2024-11-07,Damage,Scratch,163.96,System,True,2024-11-10,Major repair required,2026-02-07 13:31:35.831867,2026-02-07 13:31:35.831867
224,49,2024-04-26,Maintenance,AC Service,844.64,Customer,True,2024-05-04,Major repair required,2026-02-07 13:31:35.831867,2026-02-07 13:31:35.831867
225,49,2025-05-21,Maintenance,Suspension Repair,1349.28,System,True,2025-05-28,,2026-02-07 13:31:35.831867,2026-02-07 13:31:35.831867
226,50,2023-11-01,Maintenance,Battery Replacement,655.34,Customer,True,2023-11-13,Warranty repair,2026-02-07 13:31:35.831867,2026-02-07 13:31:35.831867
227,50,2023-01-26,Damage,No Damage,0.0,System,False,,Warranty repair,2026-02-07 13:31:35.831867,2026-02-07 13:31:35.831867
228,50,2025-12-14,Damage,Mirror Damage,409.96,System,True,2025-12-23,,2026-02-07 13:31:35.831867,2026-02-07 13:31:35.831867
229,50,2025-10-15,Damage,Tire Damage,318.26,System,False,,,2026-02-07 13:31:35.831867,2026-02-07 13:31:35.831867
230,50,2025-01-09,Damage,Interior Stain,322.47,System,False,,Warranty repair,2026-02-07 13:31:35.831867,2026-02-07 13:31:35.831867
231,50,2025-04-08,Damage,Mirror Damage,875.83,Employee,True,2025-04-17,Regular check,2026-02-07 13:31:35.831867,2026-02-07 13:31:35.831867
232,51,2023-02-24,Maintenance,Tire Replacement,582.42,Employee,True,2023-03-05,Warranty repair,2026-02-07 13:31:35.831867,2026-02-07 13:31:35.831867
233,51,2025-02-13,Damage,Bumper Damage,819.45,Employee,False,,Warranty repair,2026-02-07 13:31:35.831867,2026-02-07 13:31:35.831867
234,52,2023-06-26,Maintenance,Transmission Service,2390.33,System,True,2023-06-28,Warranty repair,2026-02-07 13:31:35.831867,2026-02-07 13:31:35.831867
235,52,2023-01-23,Maintenance,Brake Service,602.71,Employee,True,2023-02-06,,2026-02-07 13:31:35.831867,2026-02-07 13:31:35.831867
236,53,2024-04-21,Damage,Interior Stain,121.62,System,True,2024-05-01,Warranty repair,2026-02-07 13:31:35.831867,2026-02-07 13:31:35.831867
237,54,2023-02-18,Damage,No Damage,0.0,System,True,2023-02-26,Major repair required,2026-02-07 13:31:35.831867,2026-02-07 13:31:35.831867
238,54,2025-06-14,Maintenance,Suspension Repair,1712.34,Customer,True,2025-06-15,Major repair required,2026-02-07 13:31:35.831867,2026-02-07 13:31:35.831867
239,54,2023-12-01,Maintenance,Regular Maintenance,225.23,System,True,2023-12-06,,2026-02-07 13:31:35.831867,2026-02-07 13:31:35.831867
240,54,2024-06-02,Maintenance,Transmission Service,4945.32,Customer,True,2024-06-13,Warranty repair,2026-02-07 13:31:35.831867,2026-02-07 13:31:35.831867
241,54,2025-03-09,Maintenance,Brake Service,644.77,Customer,True,2025-03-21,Major repair required,2026-02-07 13:31:35.831867,2026-02-07 13:31:35.831867
242,55,2024-05-28,Maintenance,AC Service,551.32,Employee,True,2024-05-29,Minor issue,2026-02-07 13:31:35.831867,2026-02-07 13:31:35.831867
243,56,2025-03-17,Maintenance,Tire Replacement,613.13,Customer,True,2025-03-20,Major repair required,2026-02-07 13:31:35.831867,2026-02-07 13:31:35.831867
244,56,2023-03-19,Damage,Mirror Damage,499.84,Customer,False,,Warranty repair,2026-02-07 13:31:35.831867,2026-02-07 13:31:35.831867
245,57,2023-03-20,Maintenance,Tire Replacement,675.33,System,True,2023-03-27,Major repair required,2026-02-07 13:31:35.831867,2026-02-07 13:31:35.831867
246,58,2023-07-11,Damage,Tire Damage,375.44,System,False,,Regular check,2026-02-07 13:31:35.831867,2026-02-07 13:31:35.831867
247,58,2024-01-28,Damage,Broken Window,1100.97,Employee,False,,Warranty repair,2026-02-07 13:31:35.831867,2026-02-07 13:31:35.831867
248,58,2023-12-24,Damage,Headlight Broken,1151.53,Customer,False,,Regular check,2026-02-07 13:31:35.831867,2026-02-07 13:31:35.831867
249,58,2025-10-13,Maintenance,Battery Replacement,465.59,Customer,True,2025-10-27,,2026-02-07 13:31:35.831867,2026-02-07 13:31:35.831867
250,58,2025-11-25,Damage,Interior Stain,442.87,Employee,False,,Regular check,2026-02-07 13:31:35.831867,2026-02-07 13:31:35.831867
251,58,2025-03-05,Maintenance,Brake Service,452.47,Customer,True,2025-03-08,Minor issue,2026-02-07 13:31:35.831867,2026-02-07 13:31:35.831867
252,58,2024-03-03,Maintenance,Engine Repair,1782.09,Employee,True,2024-03-17,Regular check,2026-02-07 13:31:35.831867,2026-02-07 13:31:35.831867
253,58,2023-05-05,Maintenance,Tire Replacement,4917.54139376924,Employee,True,2023-05-08,Regular check,2026-02-07 13:31:35.831867,2026-02-07 13:31:35.831867
254,59,2024-06-14,Damage,Mirror Damage,726.31,Employee,True,2024-06-18,Warranty repair,2026-02-07 13:31:35.831867,2026-02-07 13:31:35.831867
255,59,2025-04-19,Maintenance,Oil Change,111.37,Employee,True,2025-04-21,Regular check,2026-02-07 13:31:35.831867,2026-02-07 13:31:35.831867
256,59,2023-06-13,Damage,No Damage,0.0,Customer,False,,Minor issue,2026-02-07 13:31:35.831867,2026-02-07 13:31:35.831867
257,59,2024-06-14,Maintenance,Tire Replacement,554.96,Employee,True,2024-06-28,Regular check,2026-02-07 13:31:35.831867,2026-02-07 13:31:35.831867
258,59,2025-06-23,Maintenance,Suspension Repair,2199.79,Customer,True,2025-06-27,Regular check,2026-02-07 13:31:35.831867,2026-02-07 13:31:35.831867
259,59,2023-04-02,Damage,Headlight Broken,481.06,System,False,,Regular check,2026-02-07 13:31:35.831867,2026-02-07 13:31:35.831867
260,59,2023-06-13,Maintenance,AC Service,785.57,Employee,True,2023-06-21,Regular check,2026-02-07 13:31:35.831867,2026-02-07 13:31:35.831867
261,60,2023-09-10,Damage,Scratch,186.68,Employee,False,,Major repair required,2026-02-07 13:31:35.831867,2026-02-07 13:31:35.831867
262,60,2024-03-28,Maintenance,Engine Repair,4684.4,Customer,True,2024-04-06,Warranty repair,2026-02-07 13:31:35.831867,2026-02-07 13:31:35.831867
263,61,2023-06-14,Damage,Interior Stain,180.47,Employee,False,,,2026-02-07 13:31:35.831867,2026-02-07 13:31:35.831867
264,61,2025-05-19,Maintenance,Transmission Service,4337.59,Customer,True,2025-06-01,Warranty repair,2026-02-07 13:31:35.831867,2026-02-07 13:31:35.831867
265,61,2025-11-14,Maintenance,Oil Change,165.15,Employee,True,2025-11-15,Major repair required,2026-02-07 13:31:35.831867,2026-02-07 13:31:35.831867
266,61,2025-06-04,Maintenance,Battery Replacement,606.07,Customer,True,2025-06-08,Warranty repair,2026-02-07 13:31:35.831867,2026-02-07 13:31:35.831867
267,61,2025-12-27,Damage,Bumper Damage,1170.1,Employee,True,2026-01-09,Minor issue,2026-02-07 13:31:35.831867,2026-02-07 13:31:35.831867
268,61,2023-01-13,Damage,Interior Stain,281.93,System,True,2023-01-21,Minor issue,2026-02-07 13:31:35.831867,2026-02-07 13:31:35.831867
269,62,2024-11-25,Maintenance,Battery Replacement,646.0,System,True,2024-11-30,Warranty repair,2026-02-07 13:31:35.831867,2026-02-07 13:31:35.831867
270,62,2023-09-18,Damage,Broken Window,766.56,System,False,,Warranty repair,2026-02-07 13:31:35.831867,2026-02-07 13:31:35.831867
271,62,2024-02-03,Maintenance,Brake Service,425.16,Customer,True,2024-02-05,,2026-02-07 13:31:35.831867,2026-02-07 13:31:35.831867
272,62,2025-05-27,Damage,Headlight Broken,1492.71,Customer,False,,,2026-02-07 13:31:35.831867,2026-02-07 13:31:35.831867
273,63,2025-12-07,Maintenance,AC Service,1099.58,System,True,2025-12-08,Minor issue,2026-02-07 13:31:35.831867,2026-02-07 13:31:35.831867
274,63,2023-06-25,Maintenance,Engine Repair,2688.47,Employee,True,2023-07-04,Minor issue,2026-02-07 13:31:35.831867,2026-02-07 13:31:35.831867
275,63,2023-02-26,Damage,Dent,606.1,System,True,2023-03-03,Major repair required,2026-02-07 13:31:35.831867,2026-02-07 13:31:35.831867
276,63,2024-11-05,Maintenance,Tire Replacement,821.17,System,True,2024-11-10,Major repair required,2026-02-07 13:31:35.831867,2026-02-07 13:31:35.831867
277,64,2024-02-10,Maintenance,Brake Service,472.67,Customer,True,2024-02-22,,2026-02-07 13:31:35.831867,2026-02-07 13:31:35.831867
278,64,2023-05-07,Maintenance,AC Service,524.05,Employee,True,2023-05-14,Regular check,2026-02-07 13:31:35.831867,2026-02-07 13:31:35.831867
279,64,2024-03-04,Maintenance,Brake Service,777.67,System,True,2024-03-18,Minor issue,2026-02-07 13:31:35.831867,2026-02-07 13:31:35.831867
280,64,2024-09-28,Maintenance,Oil Change,93.6,System,True,2024-10-04,Major repair required,2026-02-07 13:31:35.831867,2026-02-07 13:31:35.831867
281,64,2024-09-09,Maintenance,Battery Replacement,429.74,Customer,True,2024-09-20,Regular check,2026-02-07 13:31:35.831867,2026-02-07 13:31:35.831867
282,64,2023-08-26,Maintenance,Battery Replacement,371.58,Employee,True,2023-09-05,Warranty repair,2026-02-07 13:31:35.831867,2026-02-07 13:31:35.831867
283,64,2025-02-16,Damage,Dent,373.46,Employee,True,2025-02-26,Major repair required,2026-02-07 13:31:35.831867,2026-02-07 13:31:35.831867
284,65,2023-11-22,Maintenance,Battery Replacement,618.26,Customer,True,2023-11-25,Warranty repair,2026-02-07 13:31:35.831867,2026-02-07 13:31:35.831867
285,66,2025-05-08,Damage,Headlight Broken,1031.7,System,False,,,2026-02-07 13:31:35.831867,2026-02-07 13:31:35.831867
286,66,2024-03-24,Damage,Dent,365.97,Customer,True,2024-03-30,Minor issue,2026-02-07 13:31:35.831867,2026-02-07 13:31:35.831867
287,66,2024-06-11,Maintenance,Engine Repair,4495.08,System,True,2024-06-14,Regular check,2026-02-07 13:31:35.831867,2026-02-07 13:31:35.831867
288,66,2023-12-21,Damage,Mirror Damage,516.05,Customer,True,2023-12-31,Warranty repair,2026-02-07 13:31:35.831867,2026-02-07 13:31:35.831867
289,66,2025-01-18,Damage,Bumper Damage,1292.97,System,True,2025-02-01,,2026-02-07 13:31:35.831867,2026-02-07 13:31:35.831867
290,66,2023-06-28,Maintenance,Engine Repair,4722.82,Employee,True,2023-07-05,Warranty repair,2026-02-07 13:31:35.831867,2026-02-07 13:31:35.831867
291,66,2024-11-23,Maintenance,Transmission Service,4672.86,Employee,True,2024-12-07,Minor issue,2026-02-07 13:31:35.831867,2026-02-07 13:31:35.831867
292,66,2025-08-06,Damage,Mirror Damage,815.84,Customer,True,2025-08-18,Minor issue,2026-02-07 13:31:35.831867,2026-02-07 13:31:35.831867
293,67,2025-07-06,Damage,Bumper Damage,923.54,Employee,True,2025-07-12,Regular check,2026-02-07 13:31:35.831867,2026-02-07 13:31:35.831867
294,67,2023-12-05,Maintenance,Brake Service,477.38,Employee,True,2023-12-08,Warranty repair,2026-02-07 13:31:35.831867,2026-02-07 13:31:35.831867
295,67,2025-12-24,Maintenance,AC Service,420.09,System,True,2025-12-25,Regular check,2026-02-07 13:31:35.831867,2026-02-07 13:31:35.831867
296,68,2023-09-23,Maintenance,Regular Maintenance,411.62,Customer,True,2023-09-27,Minor issue,2026-02-07 13:31:35.831867,2026-02-07 13:31:35.831867
297,68,2024-07-24,Maintenance,Suspension Repair,2120.45,System,True,2024-08-01,,2026-02-07 13:31:35.831867,2026-02-07 13:31:35.831867
298,68,2024-07-20,Maintenance,Brake Service,506.56,Customer,True,2024-07-31,Minor issue,2026-02-07 13:31:35.831867,2026-02-07 13:31:35.831867
299,69,2023-04-26,Damage,Interior Stain,96.55,Employee,True,2023-04-28,Warranty repair,2026-02-07 13:31:35.831867,2026-02-07 13:31:35.831867
300,69,2023-03-16,Maintenance,Tire Replacement,450.32,Customer,True,2023-03-24,Warranty repair,2026-02-07 13:31:35.831867,2026-02-07 13:31:35.831867
301,69,2024-10-25,Maintenance,Regular Maintenance,210.14,System,True,2024-11-07,Regular check,2026-02-07 13:31:35.831867,2026-02-07 13:31:35.831867
302,69,2025-09-14,Maintenance,Transmission Service,3802.39,Customer,True,2025-09-27,Warranty repair,2026-02-07 13:31:35.831867,2026-02-07 13:31:35.831867
303,69,2025-06-05,Damage,Broken Window,560.37,System,False,,Warranty repair,2026-02-07 13:31:35.831867,2026-02-07 13:31:35.831867
304,69,2024-12-09,Maintenance,Suspension Repair,1950.48,Customer,True,2024-12-12,Regular check,2026-02-07 13:31:35.831867,2026-02-07 13:31:35.831867
305,70,2024-01-28,Damage,Tire Damage,300.47,System,False,,Major repair required,2026-02-07 13:31:35.831867,2026-02-07 13:31:35.831867
306,70,2025-12-03,Maintenance,AC Service,1184.53,System,True,2025-12-14,Major repair required,2026-02-07 13:31:35.831867,2026-02-07 13:31:35.831867
307,71,2025-02-05,Damage,Tire Damage,186.89,System,False,,Major repair required,2026-02-07 13:31:35.831867,2026-02-07 13:31:35.831867
308,71,2024-05-18,Damage,Dent,484.57,System,False,,,2026-02-07 13:31:35.831867,2026-02-07 13:31:35.831867
309,72,2023-01-24,Maintenance,Engine Repair,4154.88,Customer,True,2023-01-31,,2026-02-07 13:31:35.831867,2026-02-07 13:31:35.831867
310,72,2023-08-24,Damage,Scratch,67.55,System,False,,Warranty repair,2026-02-07 13:31:35.831867,2026-02-07 13:31:35.831867
311,72,2023-06-19,Maintenance,Suspension Repair,2068.53,Customer,True,2023-06-29,Minor issue,2026-02-07 13:31:35.831867,2026-02-07 13:31:35.831867
312,72,2023-12-20,Damage,Broken Window,355.08,System,False,,Regular check,2026-02-07 13:31:35.831867,2026-02-07 13:31:35.831867
313,73,2024-04-09,Maintenance,Brake Service,378.59,Employee,True,2024-04-13,Major repair required,2026-02-07 13:31:35.831867,2026-02-07 13:31:35.831867
314,73,2023-04-02,Maintenance,Oil Change,141.69,Customer,True,2023-04-05,Minor issue,2026-02-07 13:31:35.831867,2026-02-07 13:31:35.831867
315,73,2023-11-10,Damage,Dent,579.34,Employee,True,2023-11-17,Regular check,2026-02-07 13:31:35.831867,2026-02-07 13:31:35.831867
316,74,2023-10-27,Damage,Interior Stain,290.89,Employee,True,2023-10-30,Major repair required,2026-02-07 13:31:35.831867,2026-02-07 13:31:35.831867
317,74,2025-08-02,Maintenance,Battery Replacement,639.12,Employee,True,2025-08-05,,2026-02-07 13:31:35.831867,2026-02-07 13:31:35.831867
318,74,2023-07-22,Maintenance,Regular Maintenance,519.33,Employee,True,2023-07-29,Major repair required,2026-02-07 13:31:35.831867,2026-02-07 13:31:35.831867
319,75,2025-01-05,Damage,Scratch,225.23,Customer,False,,,2026-02-07 13:31:35.831867,2026-02-07 13:31:35.831867
320,75,2025-01-09,Damage,Dent,294.7,System,True,2025-01-11,Regular check,2026-02-07 13:31:35.831867,2026-02-07 13:31:35.831867
321,75,2025-08-12,Damage,No Damage,0.0,System,False,,,2026-02-07 13:31:35.831867,2026-02-07 13:31:35.831867
322,76,2023-10-05,Damage,Scratch,60.99,Customer,False,,Major repair required,2026-02-07 13:31:35.831867,2026-02-07 13:31:35.831867
323,77,2025-12-05,Maintenance,Brake Service,702.97,Customer,True,2025-12-12,Warranty repair,2026-02-07 13:31:35.831867,2026-02-07 13:31:35.831867
324,77,2025-08-02,Damage,Headlight Broken,1282.24,Customer,True,2025-08-12,,2026-02-07 13:31:35.831867,2026-02-07 13:31:35.831867
325,77,2024-07-18,Damage,Headlight Broken,1227.16,Employee,True,2024-07-28,Major repair required,2026-02-07 13:31:35.831867,2026-02-07 13:31:35.831867
326,77,2025-07-03,Damage,Mirror Damage,589.11,Employee,False,,,2026-02-07 13:31:35.831867,2026-02-07 13:31:35.831867
327,78,2025-07-07,Maintenance,Engine Repair,1201.2,Employee,True,2025-07-17,Minor issue,2026-02-07 13:31:35.831867,2026-02-07 13:31:35.831867
328,78,2025-09-18,Damage,Broken Window,450.96,Employee,False,,Warranty repair,2026-02-07 13:31:35.831867,2026-02-07 13:31:35.831867
329,78,2025-04-18,Maintenance,Suspension Repair,1287.04,System,True,2025-04-26,,2026-02-07 13:31:35.831867,2026-02-07 13:31:35.831867
330,78,2024-08-08,Maintenance,Battery Replacement,462.3,Customer,True,2024-08-16,,2026-02-07 13:31:35.831867,2026-02-07 13:31:35.831867
331,78,2024-03-03,Damage,Broken Window,588.29,Customer,True,2024-03-04,Major repair required,2026-02-07 13:31:35.831867,2026-02-07 13:31:35.831867
332,78,2025-08-04,Damage,Dent,718.14,Employee,True,2025-08-06,,2026-02-07 13:31:35.831867,2026-02-07 13:31:35.831867
333,79,2023-03-20,Damage,Tire Damage,278.63,Employee,True,2023-03-23,Minor issue,2026-02-07 13:31:35.831867,2026-02-07 13:31:35.831867
334,79,2024-12-21,Maintenance,Battery Replacement,694.96,System,True,2025-01-04,Minor issue,2026-02-07 13:31:35.831867,2026-02-07 13:31:35.831867
335,79,2023-11-23,Maintenance,AC Service,800.43,Customer,True,2023-11-30,Major repair required,2026-02-07 13:31:35.831867,2026-02-07 13:31:35.831867
336,79,2024-11-14,Damage,Dent,399.22,Customer,False,,Regular check,2026-02-07 13:31:35.831867,2026-02-07 13:31:35.831867
337,79,2024-07-22,Maintenance,Oil Change,191.45,System,True,2024-07-31,Warranty repair,2026-02-07 13:31:35.831867,2026-02-07 13:31:35.831867
338,80,2024-06-21,Damage,Broken Window,833.51,Employee,True,2024-06-27,,2026-02-07 13:31:35.831867,2026-02-07 13:31:35.831867
339,80,2025-12-14,Damage,Broken Window,1015.72,Employee,True,2025-12-20,,2026-02-07 13:31:35.831867,2026-02-07 13:31:35.831867
340,80,2023-05-10,Maintenance,Battery Replacement,413.62,Employee,True,2023-05-11,Regular check,2026-02-07 13:31:35.831867,2026-02-07 13:31:35.831867
341,80,2023-05-12,Damage,Headlight Broken,842.32,Customer,False,,Warranty repair,2026-02-07 13:31:35.831867,2026-02-07 13:31:35.831867
342,81,2025-09-10,Maintenance,Engine Repair,1696.74,Employee,True,2025-09-21,Minor issue,2026-02-07 13:31:35.831867,2026-02-07 13:31:35.831867
343,82,2025-07-19,Damage,Broken Window,984.55,System,False,,Major repair required,2026-02-07 13:31:35.831867,2026-02-07 13:31:35.831867
344,82,2025-06-28,Maintenance,Regular Maintenance,549.8,Employee,True,2025-06-29,,2026-02-07 13:31:35.831867,2026-02-07 13:31:35.831867
345,82,2023-11-15,Damage,Mirror Damage,679.89,Customer,False,,Major repair required,2026-02-07 13:31:35.831867,2026-02-07 13:31:35.831867
346,82,2024-01-25,Damage,Bumper Damage,1090.15,System,False,,Major repair required,2026-02-07 13:31:35.831867,2026-02-07 13:31:35.831867
347,82,2023-09-13,Damage,Bumper Damage,546.89,Employee,False,,Minor issue,2026-02-07 13:31:35.831867,2026-02-07 13:31:35.831867
348,82,2024-01-11,Maintenance,Engine Repair,3865.38,Employee,True,2024-01-14,Minor issue,2026-02-07 13:31:35.831867,2026-02-07 13:31:35.831867
349,82,2025-07-21,Maintenance,AC Service,898.3,Employee,True,2025-07-29,Major repair required,2026-02-07 13:31:35.831867,2026-02-07 13:31:35.831867
350,82,2025-10-08,Maintenance,Engine Repair,3826.69,Employee,True,2025-10-17,Regular check,2026-02-07 13:31:35.831867,2026-02-07 13:31:35.831867
351,83,2025-05-17,Maintenance,Oil Change,191.11,System,True,2025-05-31,Warranty repair,2026-02-07 13:31:35.831867,2026-02-07 13:31:35.831867
352,83,2025-08-01,Maintenance,Regular Maintenance,369.02,System,True,2025-08-14,Minor issue,2026-02-07 13:31:35.831867,2026-02-07 13:31:35.831867
353,83,2024-10-09,Damage,Broken Window,1125.76,System,False,,Regular check,2026-02-07 13:31:35.831867,2026-02-07 13:31:35.831867
354,83,2023-03-19,Damage,Headlight Broken,450.13,System,False,,Major repair required,2026-02-07 13:31:35.831867,2026-02-07 13:31:35.831867
355,84,2024-04-22,Damage,Scratch,200.96,Customer,False,,Major repair required,2026-02-07 13:31:35.831867,2026-02-07 13:31:35.831867
356,84,2024-10-09,Maintenance,Suspension Repair,2182.33,Customer,True,2024-10-10,Minor issue,2026-02-07 13:31:35.831867,2026-02-07 13:31:35.831867
357,84,2025-01-06,Damage,Bumper Damage,1361.36,System,False,,Warranty repair,2026-02-07 13:31:35.831867,2026-02-07 13:31:35.831867
358,85,2023-04-13,Maintenance,Tire Replacement,555.49,Customer,True,2023-04-19,Major repair required,2026-02-07 13:31:35.831867,2026-02-07 13:31:35.831867
359,85,2023-11-09,Maintenance,Brake Service,470.72,Customer,True,2023-11-15,Warranty repair,2026-02-07 13:31:35.831867,2026-02-07 13:31:35.831867
360,85,2024-10-06,Damage,Interior Stain,379.96,System,True,2024-10-12,Minor issue,2026-02-07 13:31:35.831867,2026-02-07 13:31:35.831867
361,86,2023-12-06,Maintenance,Suspension Repair,1158.0,System,True,2023-12-12,,2026-02-07 13:31:35.831867,2026-02-07 13:31:35.831867
362,87,2023-03-15,Damage,Broken Window,569.15,System,True,2023-03-29,Minor issue,2026-02-07 13:31:35.831867,2026-02-07 13:31:35.831867
363,87,2025-04-02,Damage,Dent,742.42,Customer,False,,,2026-02-07 13:31:35.831867,2026-02-07 13:31:35.831867
364,87,2023-09-09,Damage,Interior Stain,356.51,System,True,2023-09-13,Minor issue,2026-02-07 13:31:35.831867,2026-02-07 13:31:35.831867
365,87,2023-10-12,Maintenance,Brake Service,662.15,System,True,2023-10-22,,2026-02-07 13:31:35.831867,2026-02-07 13:31:35.831867
366,87,2024-03-20,Maintenance,Regular Maintenance,364.63,Customer,True,2024-03-28,,2026-02-07 13:31:35.831867,2026-02-07 13:31:35.831867
367,87,2023-02-06,Maintenance,Brake Service,565.3,Customer,True,2023-02-17,,2026-02-07 13:31:35.831867,2026-02-07 13:31:35.831867
368,87,2024-06-24,Maintenance,Regular Maintenance,242.69,Customer,True,2024-06-30,Major repair required,2026-02-07 13:31:35.831867,2026-02-07 13:31:35.831867
