payment_id,rental_id,payment_date,payment_method,amount,payment_type,status
1659,838,2025-04-25,Debit Card,1346.34,Rental,Refunded
1660,839,2023-07-15,Credit Card,2859.39,Deposit,Completed
1661,839,2023-07-15,Bank Transfer,1013.27,Rental,Refunded
1662,839,2023-07-12,Bank Transfer,1660.12,Rental,Completed
1663,840,2023-01-12,Credit Card,345.22,Deposit,Pending
1664,840,2023-01-12,Cash,295.02,Rental,Pending
1665,841,2025-11-30,Bank Transfer,2829.03,Deposit,Failed
1666,841,2025-11-29,Cash,5651.84,Rental,Pending
1667,842,2023-08-10,Bank Transfer,2822.69,Deposit,Pending
1668,842,2023-08-12,Debit Card,588.63,Rental,Completed
1669,842,2023-08-14,Debit Card,-332.79,Rental,Pending
1670,843,2023-06-19,Credit Card,2621.57,Deposit,Failed
1671,844,2025-09-29,Debit Card,2117.92,Deposit,Failed
1672,845,2024-06-09,Bank Transfer,1090.26,Deposit,Failed
1673,846,2025-12-07,Credit Card,3438.75,Deposit,Refunded
1674,846,2025-12-04,Cash,2220.94,Rental,Failed
1675,847,2024-10-28,Credit Card,7239.29,Deposit,Completed
1676,848,2024-04-26,Credit Card,1879.83,Deposit,Failed
1677,849,2024-06-27,Credit Card,3364.76,Deposit,Completed
1678,850,2024-05-19,Debit Card,2486.52,Deposit,Completed
1679,850,2024-05-15,Credit Card,1036.91,Rental,Pending
1680,851,2025-07-26,Bank Transfer,305.55,Deposit,Pending
1681,851,2025-07-22,Bank Transfer,420.22,Rental,Completed
1682,851,2025-07-25,Credit Card,112.35,Rental,Pending
1683,852,2024-10-27,Cash,3631.46,Deposit,Pending
1684,852,2024-10-26,Bank Transfer,912.68,Rental,Completed
1685,852,2024-10-27,Cash,528.99,Rental,Refunded
1686,853,2023-02-13,Debit Card,555.96,Deposit,Pending
1687,853,2023-02-10,Credit Card,806.4,Rental,Refunded
1688,853,2023-02-10,Cash,258.99,Rental,Failed
1689,854,2024-10-28,Cash,3367.44,Deposit,Pending
1690,855,2024-01-12,Bank Transfer,506.32,Deposit,Failed
1691,855,2024-01-13,Debit Card,228.05,Rental,Pending
1692,855,2024-01-10,Debit Card,162.95,Rental,Completed
1693,856,2023-04-13,Cash,556.91,Deposit,Failed
1694,856,2023-04-15,Cash,449.96,Rental,Pending
1695,857,2023-02-17,Cash,9190.7,Deposit,Refunded
1696,858,2025-11-13,Cash,1544.8,Deposit,Refunded
1697,858,2025-11-16,Bank Transfer,3252.7,Rental,Failed
1698,859,2024-07-04,Bank Transfer,1567.59,Deposit,Pending
1699,859,2024-07-07,Cash,487.28,Rental,Pending
1700,860,2024-03-23,Bank Transfer,2278.07,Deposit,Failed
1701,861,2025-12-17,Credit Card,493.23,Deposit,Refunded
1702,861,2025-12-19,Cash,100.31,Rental,Pending
1703,861,2025-12-15,Cash,113.27,Rental,Completed
1704,862,2023-03-19,Cash,7047.88,Deposit,Refunded
1705,862,2023-03-18,Cash,1978.76,Rental,Refunded
1706,863,2024-05-22,Credit Card,1171.76,Deposit,Completed
1707,864,2024-10-30,Credit Card,895.8,Deposit,Failed
1708,865,2025-05-25,Bank Transfer,1959.05,Deposit,Completed
1709,865,2025-05-25,Bank Transfer,811.8,Rental,Pending
1710,866,2025-08-16,Credit Card,728.66,Deposit,Completed
1711,866,2025-08-12,Credit Card,107.05,Rental,Pending
1712,866,2025-08-15,Bank Transfer,145.35,Rental,Failed
1713,867,2025-01-03,Credit Card,901.47,Deposit,Failed
1714,867,2025-01-04,Cash,243.54,Rental,Refunded
1715,867,2025-01-04,Cash,113.35,Rental,Failed
1716,868,2023-09-06,Credit Card,1537.4,Deposit,Failed
1717,868,2023-09-08,Debit Card,797.86,Rental,Pending
1718,869,2025-10-12,Bank Transfer,1792.23,Deposit,Refunded
1719,869,2025-10-14,Debit Card,1790.69,Rental,Pending
1720,870,2023-11-13,Debit Card,5273.8,Deposit,Pending
1721,871,2023-07-05,Debit Card,4508.33,Deposit,Completed
1722,872,2024-05-08,Bank Transfer,883.28,Deposit,Failed
1723,872,2024-05-03,Debit Card,528.0,Rental,Completed
1724,872,2024-05-06,Debit Card,349.23,Rental,Refunded
1725,873,2024-11-17,Debit Card,9569.94,Deposit,Pending
1726,874,2024-05-06,Credit Card,2289.35,Deposit,Completed
1727,875,2024-07-12,Cash,574.43,Deposit,Completed
1728,876,2025-08-19,Bank Transfer,404.43,Deposit,Refunded
1729,876,2025-08-21,Debit Card,763.37,Rental,Failed
1730,877,2024-12-18,Debit Card,1448.92,Deposit,Completed
1731,877,2024-12-15,Cash,774.52,Rental,Failed
1732,877,2024-12-20,Bank Transfer,513.39,Rental,Completed
1733,878,2024-04-17,Credit Card,7810.22,Deposit,Completed
1734,878,2024-04-14,Credit Card,1188.71,Rental,Failed
1735,878,2024-04-18,Debit Card,949.62,Rental,Completed
1736,879,2023-11-08,Debit Card,968.58,Deposit,Pending
1737,879,2023-11-10,Debit Card,1553.48,Rental,Completed
1738,880,2024-12-09,Bank Transfer,5215.98,Deposit,Pending
1739,881,2023-12-09,Credit Card,2652.98,Deposit,Refunded
1740,882,2023-06-19,Bank Transfer,2237.12,Deposit,Refunded
1741,883,2024-03-27,Bank Transfer,680.89,Deposit,Completed
1742,883,2024-03-30,Bank Transfer,235.72,Rental,Failed
1743,883,2024-03-30,Cash,458.08,Rental,Refunded
1744,884,2024-03-23,Bank Transfer,2176.61,Deposit,Pending
1745,884,2024-03-23,Debit Card,731.25,Rental,Failed
1746,884,2024-03-23,Credit Card,823.39,Rental,Completed
1747,885,2023-06-05,Bank Transfer,3379.9,Deposit,Failed
1748,885,2023-06-02,Debit Card,2505.94,Rental,Failed
1749,885,2023-06-02,Credit Card,3976.57,Rental,Refunded
1750,886,2024-09-28,Cash,502.13,Deposit,Completed
1751,886,2024-09-27,Debit Card,343.51,Rental,Pending
1752,887,2023-09-15,Cash,482.61,Deposit,Refunded
1753,887,2023-09-18,Bank Transfer,50.25,Rental,Pending
1754,887,2023-09-20,Credit Card,111.48,Rental,Completed
1755,888,2023-04-23,Debit Card,1293.32,Deposit,Pending
1756,888,2023-04-24,Debit Card,1050.3,Rental,Refunded
1757,888,2023-04-20,Debit Card,711.68,Rental,Failed
1758,889,2025-03-25,Cash,2637.44,Deposit,Completed
1759,890,2025-03-14,Bank Transfer,6448.29,Deposit,Completed
1760,891,2024-08-28,Cash,699.9,Deposit,Completed
1761,891,2024-08-27,Bank Transfer,174.8,Rental,Failed
1762,891,2024-08-26,Bank Transfer,250.08,Rental,Completed
1763,892,2023-01-03,Bank Transfer,138.16,Deposit,Failed
1764,892,2023-01-05,Credit Card,258.19,Rental,Completed
1765,893,2024-01-11,Debit Card,1527.91,Deposit,Completed
1766,893,2024-01-11,Debit Card,388.95,Rental,Completed
1767,894,2024-01-29,Cash,134.57,Rental,Completed
1768,894,2024-01-26,Debit Card,241.6,Rental,Completed
1769,895,2025-12-19,Bank Transfer,280.48,Rental,Failed
1770,895,2025-12-17,Bank Transfer,88.21,Rental,Pending
1771,895,2025-12-14,Debit Card,90.19,Rental,Refunded
1772,896,2023-02-06,Cash,837.71,Deposit,Completed
1773,897,2024-06-08,Bank Transfer,5893.22,Deposit,Completed
1774,898,2025-10-13,Credit Card,1068.1,Deposit,Pending
1775,898,2025-10-11,Cash,1638.74,Rental,Completed
1776,899,2024-10-27,Bank Transfer,1847.09,Deposit,Refunded
1777,899,2024-10-26,Cash,478.26,Rental,Pending
1778,900,2024-02-21,Credit Card,1538.62,Deposit,Pending
1779,901,2025-04-28,Credit Card,748.23,Deposit,Failed
1780,901,2025-04-30,Cash,1638.83,Rental,Pending
1781,902,2024-11-24,Debit Card,861.67,Deposit,Refunded
1782,902,2024-11-28,Bank Transfer,389.1,Rental,Refunded
1783,902,2024-11-28,Cash,748.74,Rental,Failed
1784,903,2023-01-13,Debit Card,954.98,Deposit,Completed
1785,903,2023-01-08,Credit Card,698.16,Rental,Completed
1786,903,2023-01-11,Bank Transfer,1511.01,Rental,Refunded
1787,904,2023-09-23,Bank Transfer,1502.05,Deposit,Refunded
1788,904,2023-09-24,Cash,495.85,Rental,Refunded
1789,905,2024-06-07,Debit Card,853.27,Deposit,Pending
1790,905,2024-06-04,Debit Card,947.76,Rental,Completed
1791,906,2024-12-23,Credit Card,3738.47,Deposit,Completed
1792,907,2024-10-25,Cash,764.34,Deposit,Completed
1793,907,2024-10-25,Debit Card,580.92,Rental,Pending
1794,907,2024-10-25,Debit Card,681.9,Rental,Completed
1795,908,2024-11-09,Cash,2920.82,Deposit,Completed
1796,908,2024-11-12,Debit Card,885.12,Rental,Failed
1797,909,2023-12-30,Cash,3296.15,Deposit,Refunded
1798,910,2023-07-04,Cash,812.47,Deposit,Refunded
1799,911,2023-05-25,Debit Card,1400.8,Rental,Pending
1800,911,2023-05-25,Cash,748.04,Rental,Refunded
1801,912,2023-08-23,Cash,1895.84,Deposit,Pending
1802,913,2025-05-25,Cash,2882.84,Deposit,Completed
1803,914,2025-04-29,Debit Card,3090.52,Deposit,Completed
1804,915,2025-06-28,Debit Card,3251.2,Deposit,Refunded
1805,915,2025-06-26,Debit Card,2990.17,Rental,Completed
1806,916,2024-02-10,Cash,1426.73,Deposit,Failed
1807,916,2024-02-09,Bank Transfer,476.93,Rental,Refunded
1808,917,2024-09-26,Bank Transfer,461.2,Rental,Failed
1809,917,2024-09-26,Debit Card,356.38,Rental,Pending
1810,917,2024-09-26,Bank Transfer,282.95,Rental,Completed
1811,918,2025-11-03,Cash,3503.56,Deposit,Pending
1812,918,2025-11-06,Bank Transfer,2037.84,Rental,Failed
1813,918,2025-11-04,Debit Card,1594.57,Rental,Pending
1814,919,2023-12-29,Bank Transfer,6229.42,Deposit,Completed
1815,920,2023-02-04,Credit Card,687.77,Deposit,Refunded
1816,920,2023-02-08,Debit Card,306.85,Rental,Pending
1817,920,2023-02-09,Debit Card,373.75,Rental,Pending
1818,921,2024-07-29,Credit Card,185.3,Deposit,Failed
1819,921,2024-07-25,Debit Card,48.95,Rental,Refunded
1820,922,2025-09-11,Debit Card,862.25,Deposit,Completed
1821,922,2025-09-12,Bank Transfer,786.52,Rental,Pending
1822,923,2024-05-18,Bank Transfer,739.51,Deposit,Pending
1823,924,2025-08-14,Credit Card,1185.47,Deposit,Completed
1824,925,2023-03-04,Bank Transfer,2976.25,Deposit,Failed
1825,925,2023-03-06,Credit Card,328.37,Rental,Pending
1826,925,2023-03-04,Bank Transfer,547.44,Rental,Failed
1827,926,2024-07-19,Cash,2887.74,Deposit,Failed
1828,927,2023-05-11,Credit Card,1457.78,Deposit,Pending
1829,927,2023-05-14,Debit Card,908.7,Rental,Completed
1830,928,2024-07-14,Debit Card,4893.27,Deposit,Refunded
1831,928,2024-07-17,Cash,4641.15,Rental,Pending
1832,929,2025-03-22,Credit Card,535.2,Deposit,Failed
1833,929,2025-03-25,Credit Card,120.75,Rental,Failed
1834,929,2025-03-22,Credit Card,48.89,Rental,Pending
1835,930,2024-03-09,Credit Card,2445.57,Deposit,Refunded
1836,930,2024-03-13,Credit Card,2264.61,Rental,Refunded
1837,930,2024-03-14,Debit Card,641.47,Rental,Completed
1838,931,2024-12-18,Cash,466.64,Deposit,Pending
1839,931,2024-12-19,Debit Card,150.02,Rental,Completed
1840,931,2024-12-18,Bank Transfer,53.8,Rental,Refunded
1841,932,2025-04-24,Credit Card,1618.68,Deposit,Failed
1842,932,2025-04-25,Bank Transfer,691.36,Rental,Refunded
1843,932,2025-04-25,Credit Card,866.26,Rental,Pending
1844,933,2023-04-07,Cash,6996.59,Deposit,Failed
1845,934,2023-03-03,Bank Transfer,1436.47,Deposit,Pending
1846,935,2024-11-27,Bank Transfer,1224.38,Deposit,Refunded
1847,936,2023-03-25,Bank Transfer,692.34,Deposit,Refunded
1848,936,2023-03-21,Debit Card,196.38,Rental,Pending
1849,937,2023-12-15,Bank Transfer,1851.55,Deposit,Failed
1850,938,2025-09-12,Cash,866.03,Deposit,Completed
1851,938,2025-09-15,Bank Transfer,520.49,Rental,Failed
1852,938,2025-09-14,Debit Card,868.11,Rental,Refunded
1853,939,2023-09-15,Cash,1806.74,Deposit,Pending
1854,939,2023-09-18,Bank Transfer,952.72,Rental,Refunded
1855,940,2025-09-05,Bank Transfer,146.17,Rental,Pending
1856,940,2025-09-08,Cash,178.25,Rental,Failed
1857,940,2025-09-05,Debit Card,49.25,Rental,Refunded
1858,941,2025-09-26,Cash,481.85,Deposit,Pending
1859,941,2025-09-22,Debit Card,624.83,Rental,Refunded
1860,942,2024-06-19,Cash,3246.25,Deposit,Failed
1861,942,2024-06-24,Bank Transfer,2936.93,Rental,Failed
1862,943,2024-09-05,Credit Card,613.15,Deposit,Pending
1863,943,2024-09-05,Bank Transfer,356.57,Rental,Refunded
1864,943,2024-09-06,Credit Card,139.82,Rental,Completed
1865,944,2023-09-28,Bank Transfer,1754.64,Deposit,Failed
1866,945,2024-06-28,Cash,4856.34,Deposit,Pending
1867,946,2024-10-08,Credit Card,3177.59,Deposit,Refunded
1868,946,2024-10-07,Bank Transfer,562.98,Rental,Refunded
1869,946,2024-10-12,Bank Transfer,235.77,Rental,Failed
1870,947,2025-05-20,Bank Transfer,2174.03,Deposit,Refunded
1871,948,2024-11-08,Cash,456.38,Deposit,Pending
1872,948,2024-11-10,Credit Card,733.85,Rental,Refunded
1873,949,2024-09-20,Cash,9350.54,Deposit,Failed
1874,950,2023-01-15,Cash,8102.83,Deposit,Failed
1875,950,2023-01-17,Credit Card,909.44,Rental,Refunded
1876,950,2023-01-17,Cash,1490.33,Rental,Pending
1877,951,2025-03-02,Cash,1062.41,Deposit,Completed
1878,952,2024-01-22,Cash,1190.57,Rental,Completed
1879,952,2024-01-22,Debit Card,1442.6,Rental,Pending
1880,952,2024-01-19,Debit Card,0.0,Rental,Refunded
1881,953,2024-01-24,Cash,1001.84,Deposit,Pending
1882,953,2024-01-23,Debit Card,1118.76,Rental,Refunded
1883,954,2024-05-01,Debit Card,3238.71,Deposit,Pending
1884,954,2024-04-27,Bank Transfer,3021.7,Rental,Refunded
1885,955,2024-11-15,Debit Card,2635.19,Deposit,Failed
1886,955,2024-11-17,Debit Card,2031.09,Rental,Failed
1887,956,2025-01-31,Bank Transfer,5175.53,Deposit,Failed
1888,957,2023-10-13,Debit Card,1718.57,Deposit,Refunded
1889,957,2023-10-15,Credit Card,291.56,Rental,Pending
1890,957,2023-10-18,Cash,535.79,Rental,Completed
1891,958,2024-08-08,Cash,6148.79,Deposit,Failed
1892,958,2024-08-09,Credit Card,2495.63,Rental,Failed
1893,959,2023-05-09,Credit Card,440.78,Deposit,Completed
1894,960,2024-09-24,Cash,1386.23,Deposit,Completed
1895,961,2023-08-05,Bank Transfer,-816.35,Rental,Failed
1896,962,2024-05-05,Bank Transfer,1933.29,Deposit,Completed
1897,963,2024-07-25,Bank Transfer,4963.69,Deposit,Failed
1898,964,2023-09-21,Bank Transfer,1513.0,Deposit,Completed
1899,964,2023-09-22,Credit Card,2422.36,Rental,Failed
1900,965,2023-01-07,Credit Card,2779.86,Deposit,Completed
1901,965,2023-01-08,Cash,447.16,Rental,Failed
1902,965,2023-01-12,Bank Transfer,280.88,Rental,Refunded
1903,966,2025-01-29,Cash,1781.88,Deposit,Pending
1904,966,2025-01-28,Bank Transfer,2433.55,Rental,Refunded
1905,967,2024-07-14,Cash,3871.81,Deposit,Pending
1906,967,2024-07-09,Cash,2131.31,Rental,Failed
1907,968,2025-12-12,Cash,342.96,Deposit,Completed
1908,968,2025-12-12,Bank Transfer,632.22,Rental,Refunded
1909,969,2025-01-14,Debit Card,912.25,Deposit,Refunded
1910,969,2025-01-12,Debit Card,633.9,Rental,Completed
1911,969,2025-01-09,Bank Transfer,439.05,Rental,Pending
1912,970,2023-12-01,Credit Card,1868.24,Deposit,Completed
1913,970,2023-11-28,Debit Card,2421.46,Rental,Completed
1914,971,2023-06-30,Cash,1513.99,Deposit,Failed
1915,972,2025-09-25,Bank Transfer,1255.69,Rental,Failed
1916,972,2025-09-28,Debit Card,2879.2,Rental,Pending
1917,973,2025-01-29,Cash,1403.54,Deposit,Pending
1918,974,2025-09-15,Cash,4210.22,Deposit,Pending
1919,974,2025-09-17,Credit Card,4170.51,Rental,Pending
1920,975,2023-10-18,Debit Card,10119.16,Deposit,Pending
1921,976,2023-10-22,Debit Card,1925.1,Deposit,Failed
1922,976,2023-10-24,Debit Card,2269.2,Rental,Completed
1923,977,2023-04-27,Bank Transfer,869.37,Deposit,Pending
1924,977,2023-04-25,Cash,793.44,Rental,Completed
1925,978,2024-05-16,Bank Transfer,1743.59,Deposit,Failed
1926,978,2024-05-12,Credit Card,1506.06,Rental,Failed
1927,978,2024-05-11,Credit Card,669.0,Rental,Failed
1928,979,2023-09-29,Cash,1121.13,Deposit,Completed
1929,979,2023-09-26,Cash,1372.61,Rental,Pending
1930,979,2023-09-26,Bank Transfer,558.78,Rental,Refunded
1931,980,2023-03-12,Debit Card,3606.95,Deposit,Failed
1932,981,2024-12-05,Cash,2415.4,Deposit,Completed
1933,981,2024-12-04,Credit Card,1379.23,Rental,Pending
1934,981,2024-12-07,Bank Transfer,1476.9,Rental,Pending
1935,982,2023-01-05,Debit Card,610.06,Deposit,Failed
1936,982,2023-01-01,Credit Card,278.58,Rental,Completed
1937,983,2025-03-15,Bank Transfer,4833.9,Deposit,Completed
1938,984,2024-01-04,Bank Transfer,1341.66,Deposit,Completed
1939,984,2024-01-05,Bank Transfer,871.18,Rental,Pending
1940,984,2024-01-05,Cash,812.47,Rental,Completed
1941,985,2023-04-11,Credit Card,2025.14,Deposit,Completed
1942,986,2023-05-09,Bank Transfer,2378.48,Deposit,Completed
1943,987,2025-04-14,Bank Transfer,7119.42,Deposit,Completed
1944,987,2025-04-16,Credit Card,2547.29,Rental,Failed
1945,988,2023-04-21,Bank Transfer,221.14,Rental,Failed
1946,988,2023-04-20,Cash,107.99,Rental,Completed
1947,988,2023-04-24,Bank Transfer,201.06,Rental,Refunded
1948,989,2023-03-24,Credit Card,1863.25,Deposit,Completed
1949,989,2023-03-25,Bank Transfer,1613.91,Rental,Pending
1950,990,2025-01-14,Credit Card,1475.52,Deposit,Pending
1951,990,2025-01-12,Debit Card,404.44,Rental,Completed
1952,990,2025-01-14,Credit Card,315.1,Rental,Refunded
1953,991,2025-04-06,Credit Card,1524.16,Deposit,Refunded
1954,991,2025-04-06,Cash,1997.53,Rental,Pending
1955,992,2024-09-04,Debit Card,925.38,Deposit,Failed
1956,992,2024-09-05,Cash,1061.55,Rental,Pending
1957,992,2024-09-08,Debit Card,440.86,Rental,Failed
1958,993,2024-05-28,Bank Transfer,937.46,Deposit,Refunded
1959,993,2024-05-31,Cash,284.43,Rental,Refunded
1960,994,2024-05-12,Bank Transfer,5378.49,Deposit,Failed
1961,995,2024-01-05,Cash,282.91,Deposit,Failed
1962,995,2024-01-05,Bank Transfer,116.33,Rental,Failed
1963,995,2024-01-09,Credit Card,94.4,Rental,Pending
1964,996,2025-10-06,Bank Transfer,663.13,Deposit,Failed
1965,996,2025-10-06,Debit Card,425.86,Rental,Pending
1966,997,2025-04-17,Debit Card,6645.71,Deposit,Failed
1967,997,2025-04-19,Credit Card,2842.05,Rental,Pending
1968,998,2023-11-10,Credit Card,1746.18,Deposit,Failed
1969,999,2023-10-26,Debit Card,4240.92,Deposit,Refunded
1970,999,2023-10-27,Cash,2175.5,Rental,Completed
1971,1000,2024-06-15,Credit Card,3977.89,Deposit,Refunded
1972,1000,2024-06-16,Debit Card,5014.99,Rental,Pending
1973,1001,2023-11-27,Debit Card,778.55,Deposit,Pending
1974,1001,2023-11-25,Bank Transfer,1123.16,Rental,Failed
1975,1002,2024-04-20,Debit Card,2933.22,Deposit,Pending
1976,1002,2024-04-20,Cash,939.55,Rental,Failed
1977,1003,2025-03-08,Bank Transfer,942.4,Deposit,Failed
1978,1004,2025-10-14,Debit Card,3467.6,Deposit,Completed
1979,1004,2025-10-15,Cash,5431.9,Rental,Pending
1980,1005,2023-09-18,Debit Card,6355.06,Deposit,Refunded
1981,1005,2023-09-15,Cash,3829.71,Rental,Completed
1982,1006,2025-09-18,Debit Card,1609.83,Deposit,Failed
1983,1006,2025-09-14,Cash,3556.14,Rental,Pending
1984,1007,2024-07-17,Cash,413.66,Deposit,Refunded
1985,1007,2024-07-15,Cash,184.59,Rental,Failed
1986,1008,2025-12-07,Bank Transfer,3766.44,Deposit,Completed
1987,1008,2025-12-09,Credit Card,2073.44,Rental,Pending
1988,1009,2023-09-07,Cash,5225.6,Deposit,Refunded
1989,1010,2024-01-04,Cash,0.0,Rental,Completed
1990,1010,2024-01-04,Credit Card,1342.87,Rental,Pending
1991,1010,2024-01-03,Credit Card,2887.15,Rental,Pending
1992,1011,2025-07-18,Bank Transfer,1235.07,Deposit,Pending
1993,1011,2025-07-22,Cash,2693.09,Rental,Failed
1994,1012,2025-01-12,Credit Card,3171.83,Deposit,Refunded
1995,1013,2023-11-06,Debit Card,608.62,Deposit,Refunded
1996,1013,2023-11-03,Credit Card,373.46,Rental,Failed
1997,1014,2025-01-29,Bank Transfer,6607.96,Deposit,Refunded
1998,1014,2025-01-25,Bank Transfer,1157.17,Rental,Failed
1999,1014,2025-01-28,Debit Card,573.96,Rental,Pending
2000,1015,2025-03-14,Debit Card,1065.28,Deposit,Refunded
2001,1016,2025-05-13,Cash,1108.58,Deposit,Refunded
2002,1016,2025-05-15,Bank Transfer,124.01,Rental,Completed
2003,1016,2025-05-12,Credit Card,157.56,Rental,Pending
2004,1017,2023-06-08,Bank Transfer,811.06,Deposit,Pending
2005,1017,2023-06-03,Cash,823.4,Rental,Refunded
2006,1018,2025-11-05,Bank Transfer,1684.95,Deposit,Pending
2007,1018,2025-11-06,Cash,1920.89,Rental,Completed
2008,1019,2025-10-17,Debit Card,1738.84,Deposit,Pending
2009,1019,2025-10-17,Credit Card,3078.27,Rental,Failed
2010,1020,2024-09-27,Credit Card,436.78,Deposit,Completed
2011,1020,2024-10-01,Credit Card,266.61,Rental,Failed
2012,1021,2025-08-04,Credit Card,395.29,Deposit,Failed
2013,1021,2025-08-07,Cash,521.05,Rental,Refunded
2014,1022,2025-07-10,Credit Card,2120.59,Deposit,Completed
2015,1022,2025-07-08,Credit Card,744.55,Rental,Failed
2016,1022,2025-07-09,Credit Card,492.0,Rental,Completed
2017,1023,2024-10-17,Cash,582.29,Deposit,Refunded
2018,1023,2024-10-19,Credit Card,218.16,Rental,Refunded
2019,1024,2023-06-06,Credit Card,1307.59,Deposit,Completed
2020,1024,2023-06-07,Credit Card,754.24,Rental,Pending
2021,1024,2023-06-03,Cash,356.37,Rental,Failed
2022,1025,2023-01-22,Cash,1315.91,Deposit,Pending
2023,1025,2023-01-22,Cash,312.54,Rental,Completed
2024,1025,2023-01-23,Credit Card,347.94,Rental,Failed
2025,1026,2025-12-18,Debit Card,2625.41,Deposit,Completed
2026,1027,2023-10-12,Credit Card,703.89,Deposit,Pending
2027,1028,2025-03-14,Cash,5039.04,Deposit,Failed
2028,1029,2024-04-14,Credit Card,1024.45,Deposit,Refunded
2029,1030,2025-09-09,Bank Transfer,1864.6,Deposit,Completed
2030,1030,2025-09-12,Debit Card,949.91,Rental,Refunded
2031,1031,2024-09-19,Bank Transfer,2213.1,Deposit,Failed
2032,1031,2024-09-20,Credit Card,297.81,Rental,Pending
2033,1031,2024-09-17,Cash,442.08,Rental,Pending
2034,1032,2025-04-08,Bank Transfer,2217.59,Deposit,Completed
2035,1032,2025-04-06,Bank Transfer,426.85,Rental,Pending
2036,1032,2025-04-09,Debit Card,704.29,Rental,Refunded
2037,1033,2024-06-21,Debit Card,10429.46,Deposit,Failed
2038,1034,2023-01-15,Debit Card,262.3,Deposit,Completed
2039,1034,2023-01-15,Credit Card,87.49,Rental,Failed
2040,1034,2023-01-13,Credit Card,30.32,Rental,Completed
2041,1035,2024-01-16,Credit Card,815.66,Deposit,Pending
2042,1036,2024-04-25,Credit Card,1078.49,Deposit,Pending
2043,1036,2024-04-24,Bank Transfer,282.59,Rental,Pending
2044,1037,2024-08-02,Debit Card,3534.87,Deposit,Pending
2045,1037,2024-08-04,Credit Card,4549.35,Rental,Refunded
2046,1038,2024-07-01,Debit Card,601.61,Deposit,Pending
2047,1038,2024-06-30,Debit Card,316.33,Rental,Pending
2048,1038,2024-07-01,Bank Transfer,127.58,Rental,Refunded
2049,1039,2025-04-27,Credit Card,8725.2,Deposit,Failed
2050,1040,2024-07-10,Debit Card,275.62,Deposit,Failed
2051,1040,2024-07-09,Cash,122.99,Rental,Failed
2052,1040,2024-07-10,Cash,149.68,Rental,Failed
2053,1041,2024-05-16,Cash,807.33,Deposit,Failed
2054,1041,2024-05-20,Cash,383.35,Rental,Pending
2055,1042,2023-09-17,Credit Card,1843.18,Deposit,Pending
2056,1042,2023-09-21,Cash,700.98,Rental,Failed
2057,1043,2023-07-03,Bank Transfer,1656.82,Deposit,Refunded
2058,1043,2023-07-03,Cash,2228.56,Rental,Completed
2059,1044,2024-01-30,Bank Transfer,711.89,Deposit,Pending
2060,1045,2023-04-17,Debit Card,3060.01,Deposit,Completed
2061,1045,2023-04-13,Cash,499.19,Rental,Completed
2062,1045,2023-04-13,Debit Card,1070.28,Rental,Refunded
2063,1046,2024-11-28,Cash,803.78,Deposit,Pending
2064,1046,2024-11-25,Debit Card,744.18,Rental,Failed
2065,1047,2023-06-21,Cash,1007.94,Deposit,Completed
2066,1047,2023-06-23,Bank Transfer,209.89,Rental,Failed
2067,1047,2023-06-21,Cash,459.19,Rental,Failed
2068,1048,2024-05-21,Cash,4844.99,Deposit,Pending
2069,1048,2024-05-17,Bank Transfer,2967.27,Rental,Pending
2070,1048,2024-05-17,Cash,2425.28,Rental,Refunded
2071,1049,2025-07-04,Bank Transfer,262.53,Deposit,Completed
2072,1049,2025-07-04,Bank Transfer,329.59,Rental,Failed
2073,1050,2023-04-10,Credit Card,619.12,Deposit,Pending
2074,1050,2023-04-10,Credit Card,153.25,Rental,Failed
2075,1050,2023-04-09,Bank Transfer,137.71,Rental,Completed
2076,1051,2023-04-21,Cash,132.27,Rental,Failed
2077,1051,2023-04-20,Debit Card,70.58,Rental,Completed
2078,1051,2023-04-25,Debit Card,0.0,Rental,Refunded
2079,1052,2025-10-06,Debit Card,198.73,Deposit,Failed
2080,1052,2025-10-06,Cash,113.5,Rental,Refunded
2081,1052,2025-10-06,Bank Transfer,83.77,Rental,Refunded
2082,1053,2023-12-19,Credit Card,1298.02,Deposit,Pending
2083,1053,2023-12-19,Credit Card,1421.99,Rental,Refunded
2084,1054,2025-08-12,Credit Card,6516.24,Deposit,Failed
2085,1054,2025-08-12,Cash,3589.36,Rental,Completed
2086,1055,2024-03-10,Bank Transfer,1002.01,Deposit,Refunded
2087,1055,2024-03-14,Bank Transfer,889.06,Rental,Pending
2088,1055,2024-03-15,Debit Card,1329.45,Rental,Pending
2089,1056,2024-10-20,Bank Transfer,1048.83,Deposit,Refunded
2090,1056,2024-10-24,Cash,1706.57,Rental,Completed
2091,1057,2023-06-07,Credit Card,5034.56,Deposit,Failed
2092,1058,2023-02-04,Credit Card,1208.24,Deposit,Failed
2093,1059,2024-09-07,Cash,2428.98,Deposit,Failed
2094,1059,2024-09-07,Cash,1232.59,Rental,Pending
2095,1059,2024-09-11,Bank Transfer,610.77,Rental,Pending
2096,1060,2024-07-12,Credit Card,1156.64,Deposit,Failed
2097,1060,2024-07-09,Cash,900.02,Rental,Refunded
2098,1060,2024-07-08,Credit Card,332.55,Rental,Failed
2099,1061,2023-02-11,Debit Card,665.76,Deposit,Failed
2100,1061,2023-02-08,Debit Card,156.52,Rental,Refunded
2101,1061,2023-02-09,Debit Card,123.85,Rental,Refunded
