rental_id,car_id,customer_id,employee_id,tariff_id,pickup_location_id,return_location_id,rental_date,scheduled_return_date,actual_return_date,rental_days,km_driven,additional_km,base_cost,additional_km_cost,total_cost,deposit_amount,deposit_returned,status,notes
3970,117,6226,66,3,15,14,2023-09-01,2023-09-20,2023-09-23,19,3479,0,2119.07,0.0,2119.07,555.52,508.53,Active,Late return
3971,80,4187,79,5,9,5,2025-06-24,2025-07-18,2025-07-16,24,3267,0,7276.8,0.0,7276.8,1413.29,1182.17,Completed,Car dirty
3972,13,43,9,3,14,1,2025-12-10,2026-01-05,2026-01-05,26,187,0,2899.78,0.0,2899.78,547.11,493.32,Completed,Early return
3973,78,2817,7,2,8,1,2023-06-28,2023-07-03,2023-07-04,5,1004,0,432.8,0.0,432.8,352.37,291.76,No-show,No issues
3974,53,1009,4,3,5,6,2024-09-12,2024-10-09,2024-10-08,27,692,0,3011.31,0.0,3011.31,505.61,465.13,Cancelled,
3975,1,27,49,3,2,8,2024-06-10,2024-06-12,2024-06-10,2,354,0,223.06,0.0,223.06,688.1,607.95,Active,Minor scratch
3976,89,7716,44,3,1,9,2023-10-23,2023-11-10,2023-11-12,18,4978,0,2007.54,0.0,2007.54,517.82,451.55,No-show,Early return
3977,29,6066,45,3,12,12,2024-09-18,2024-09-24,2024-09-24,6,788,0,669.18,0.0,669.18,553.59,490.58,Completed,Early return
3978,29,2767,37,5,8,15,2025-01-22,2025-02-14,2025-02-14,23,2266,0,6973.6,0.0,6973.6,2017.49,1785.28,Cancelled,Late return
3979,16,3661,58,5,9,5,2025-03-19,2025-04-10,2025-04-09,22,1189,0,6670.4,0.0,6670.4,1840.16,1540.45,Cancelled,No issues
3980,119,726,45,5,2,13,2024-01-07,2024-01-20,2024-01-23,13,1200,0,3941.6,0.0,3941.6,1630.86,1560.24,No-show,Minor scratch
3981,45,497,20,1,15,13,2025-01-14,2025-02-04,2025-02-06,21,2092,0,735.21,0.0,735.21,142.96,121.15,Cancelled,No issues
3982,76,6094,57,3,6,4,2023-11-22,2023-11-28,2023-11-29,6,1281,0,669.18,0.0,669.18,717.21,692.65,Completed,Minor scratch
3983,38,6755,38,4,15,6,2023-02-14,2023-03-02,2023-03-03,16,2456,0,2825.92,0.0,2825.92,944.05,903.27,Completed,No issues
3984,36,269,7,3,11,11,2025-12-02,2025-12-08,2025-12-07,6,1609,0,669.18,0.0,669.18,668.63,651.98,Cancelled,Early return
3985,60,1718,56,5,3,3,2023-03-04,2023-03-24,2023-03-26,20,369,0,6064.0,0.0,6064.0,1386.34,1317.48,Cancelled,Early return
3986,62,6940,71,3,12,8,2024-10-05,2024-10-30,2024-10-29,25,2169,0,2788.25,0.0,2788.25,492.32,445.78,Completed,Late return
3987,36,4479,12,3,14,12,2024-06-08,2024-06-25,2024-06-27,17,4390,0,1896.01,0.0,1896.01,534.21,476.1,Completed,Late return
3988,66,4789,27,2,10,15,2023-08-13,2023-09-09,2023-09-11,27,5102,0,2337.12,0.0,2337.12,450.69,403.75,Cancelled,Late return
3989,75,2234,23,1,14,2,2025-05-22,2025-06-10,2025-06-11,19,662,0,665.19,0.0,665.19,161.18,124.74,No-show,
3990,4,2134,54,5,3,3,2024-09-03,2024-09-22,2024-09-25,19,3041,0,5760.8,0.0,5760.8,2007.79,1892.82,Active,Late return
3991,52,7060,25,2,11,9,2025-02-28,2025-03-22,2025-03-21,22,5029,0,1904.32,0.0,1904.32,319.86,292.23,Completed,
3992,57,6884,38,2,2,6,2025-03-16,2025-03-17,2025-03-20,1,188,0,86.56,0.0,86.56,389.07,341.7,No-show,
3993,75,2989,55,4,10,8,2024-10-21,2024-11-02,2024-11-01,12,1758,0,2119.44,0.0,2119.44,1072.83,1062.23,Completed,Minor scratch
3994,88,7203,13,4,13,12,2023-01-24,2023-02-09,2023-02-09,16,2498,0,2825.92,0.0,2825.92,892.53,776.11,No-show,Early return
3995,6,3337,48,1,8,2,2025-11-18,2025-12-11,2025-12-09,23,1498,0,805.23,0.0,805.23,172.05,171.8,No-show,Minor scratch
3996,106,6859,42,4,11,9,2025-04-05,2025-04-22,2025-04-23,17,1443,0,3002.54,0.0,3002.54,1176.7,1041.59,Cancelled,No issues
3997,9,4749,21,3,6,8,2024-04-17,2024-04-27,2024-04-25,10,2051,0,1115.3,0.0,1115.3,622.54,561.66,Completed,Late return
3998,119,5246,76,5,11,1,2024-10-02,2024-10-22,2024-10-22,20,653,0,6064.0,0.0,6064.0,1737.57,1682.91,Completed,Late return
3999,12,6602,68,3,8,2,2024-03-07,2024-03-15,2024-03-16,8,497,0,892.24,0.0,892.24,537.32,500.13,Completed,Minor scratch
4000,38,6055,37,4,15,15,2025-03-24,2025-04-08,2025-04-09,15,291,0,2649.3,0.0,2649.3,1083.18,1079.09,Cancelled,
4001,78,5351,12,4,8,12,2023-01-21,2023-02-04,2023-02-04,14,1202,0,2472.68,0.0,2472.68,1051.25,728.41,No-show,
4002,22,7647,47,5,7,13,2023-08-27,2023-08-31,2023-09-01,4,268,0,1212.8,0.0,1212.8,1583.83,1559.16,No-show,Minor scratch
4003,118,88,67,3,2,2,2025-05-11,2025-06-03,2025-06-05,23,6661,0,2565.19,0.0,2565.19,621.94,414.89,Active,
4004,24,4428,38,5,7,1,2025-01-13,2025-02-03,2025-02-03,21,6210,0,6367.2,0.0,6367.2,1768.06,1601.11,Cancelled,
4005,76,3647,80,5,9,7,2025-02-07,2025-02-18,2025-02-20,11,393,0,3335.2,0.0,3335.2,1791.15,1569.52,Completed,Car dirty
4006,81,192,4,1,12,15,2024-03-21,2024-04-03,2024-04-06,13,1743,0,455.13,0.0,455.13,149.47,140.53,Cancelled,Late return
4007,58,3907,23,1,10,14,2025-04-09,2025-05-06,2025-05-07,27,2708,0,945.27,0.0,945.27,155.49,151.23,No-show,Late return
4008,43,4358,21,1,15,8,2025-03-18,2025-04-17,2025-04-16,30,4449,0,1050.3,0.0,1050.3,192.78,100.36,Completed,No issues
4009,84,5474,32,1,11,12,2024-05-12,2024-05-23,2024-05-26,11,1470,0,385.11,0.0,385.11,154.53,146.63,Completed,No issues
4010,50,1179,3,3,6,4,2023-10-08,2023-11-05,2023-11-07,28,7444,0,3122.84,0.0,3122.84,699.09,588.36,Cancelled,Late return
4011,21,4453,19,4,2,12,2024-02-18,2024-03-02,2024-02-29,13,160,0,2296.06,0.0,2296.06,1230.46,1187.59,No-show,Car dirty
4012,109,479,69,3,15,11,2024-06-24,2024-07-21,2024-07-22,27,3181,0,3011.31,0.0,3011.31,510.19,422.14,Completed,No issues
4013,56,6691,1,4,6,10,2023-06-15,2023-07-07,2023-07-09,22,3988,0,3885.64,0.0,3885.64,1238.19,1011.41,No-show,Car dirty
4014,82,4715,43,3,9,13,2025-06-07,2025-06-23,2025-06-22,16,1905,0,1784.48,0.0,1784.48,638.93,586.49,Completed,Early return
4015,53,7840,23,5,10,1,2025-09-13,2025-10-01,2025-10-04,18,3351,0,5457.6,0.0,5457.6,1875.65,1659.4,Active,Minor scratch
4016,36,4141,40,1,10,15,2024-03-27,2024-04-24,2024-04-26,28,6017,417,980.28,291.9,1272.18,210.08,172.71,Completed,Late return
4017,10,4553,67,5,7,11,2025-08-08,2025-08-30,2025-08-28,22,212,0,6670.4,0.0,6670.4,1447.19,1376.02,Completed,Car dirty
4018,113,2222,54,5,11,12,2023-04-25,2023-04-26,2023-04-27,1,115,0,303.2,0.0,303.2,1406.5,1232.24,No-show,Late return
4019,46,2070,76,1,14,9,2023-06-15,2023-06-26,2023-06-29,11,575,0,385.11,0.0,385.11,179.02,119.03,Completed,Minor scratch
4020,66,3893,13,2,11,13,2023-06-18,2023-06-20,2023-06-22,2,450,0,173.12,0.0,173.12,342.04,291.54,No-show,
4021,46,4914,29,5,5,10,2023-05-26,2023-06-20,2023-06-19,25,1159,0,7580.0,0.0,7580.0,2044.3,1907.66,Active,Early return
4022,5,3059,17,2,15,5,2023-05-23,2023-05-26,2023-05-27,3,88,0,259.68,0.0,259.68,396.05,363.29,Active,Minor scratch
4023,92,771,76,4,1,6,2023-09-15,2023-09-28,2023-09-27,13,357,0,2296.06,0.0,2296.06,1170.81,992.13,Active,Early return
4024,1,7273,58,5,5,13,2023-02-21,2023-03-04,2023-03-04,11,1490,0,3335.2,0.0,3335.2,1985.6,1599.1,Cancelled,Early return
4025,3,191,55,5,11,9,2024-01-16,2024-01-23,2024-01-25,7,1869,0,2122.4,0.0,2122.4,1961.12,1667.94,Cancelled,No issues
4026,23,819,56,2,15,15,2024-07-15,2024-08-03,2024-08-03,19,1187,0,1644.64,0.0,1644.64,318.11,261.8,No-show,Late return
4027,117,4140,22,5,5,3,2024-11-28,2024-12-04,2024-12-02,6,1123,0,1819.2,0.0,1819.2,1383.75,733.46,No-show,
4028,61,7658,8,4,7,5,2023-12-25,2024-01-01,2024-01-03,7,1624,0,1236.34,0.0,1236.34,972.49,917.71,Completed,Late return
4029,85,6667,35,3,14,11,2023-09-26,2023-09-29,2023-09-28,3,447,0,334.59,0.0,334.59,577.16,574.81,Cancelled,Early return
4030,68,5064,67,3,1,10,2024-10-07,2024-10-29,2024-10-28,22,5350,0,2453.66,0.0,2453.66,664.0,597.04,Active,Late return
4031,43,4541,4,5,2,4,2024-01-23,2024-01-24,2024-01-23,1,178,0,303.2,0.0,303.2,1717.44,1506.88,No-show,Early return
4032,117,1242,71,1,9,6,2023-11-16,2023-12-02,2023-12-05,16,1593,0,560.16,0.0,560.16,164.5,158.15,No-show,Late return
4033,113,3016,35,5,11,4,2023-08-25,2023-08-29,2023-08-31,4,1067,0,1212.8,0.0,1212.8,1743.13,1688.27,Active,
4034,9,4161,42,1,6,6,2024-02-10,2024-03-07,2024-03-10,26,4050,0,910.26,0.0,910.26,208.88,116.34,Cancelled,No issues
4035,33,3167,72,1,15,2,2023-06-28,2023-07-28,2023-07-26,30,2764,0,1050.3,0.0,1050.3,197.19,176.99,No-show,Late return
4036,20,4571,20,5,3,2,2024-05-25,2024-06-01,2024-05-31,7,461,0,2122.4,0.0,2122.4,1764.23,1694.61,Active,Car dirty
4037,5,4145,40,2,11,11,2023-04-14,2023-04-21,2023-04-22,7,1570,0,605.92,0.0,605.92,365.11,203.13,Cancelled,Minor scratch
4038,10,7963,29,4,1,7,2024-01-18,2024-02-17,2024-02-18,30,2688,0,5298.6,0.0,5298.6,952.28,825.61,No-show,Car dirty
4039,97,5489,80,1,13,10,2023-02-01,2023-03-03,2023-03-02,30,4006,0,1050.3,0.0,1050.3,198.29,179.51,No-show,
4040,116,6887,4,3,6,3,2025-05-21,2025-06-12,2025-06-12,22,1776,0,2453.66,0.0,2453.66,701.89,674.52,Completed,Late return
4041,21,5678,65,3,5,10,2023-05-11,2023-05-24,2023-05-26,13,118,0,1449.89,0.0,1449.89,628.93,332.2,No-show,No issues
4042,112,7643,33,4,8,10,2025-07-02,2025-07-20,2025-07-19,18,100,0,3179.16,0.0,3179.16,1103.65,1065.4,No-show,No issues
4043,58,1360,62,4,8,6,2023-01-27,2023-02-02,2023-02-02,6,1436,0,1059.72,0.0,1059.72,1099.8,960.64,No-show,
4044,61,7807,45,4,5,9,2023-02-01,2023-02-16,2023-02-19,15,1532,0,2649.3,0.0,2649.3,1254.07,1109.81,No-show,Late return
4045,111,7842,67,4,12,2,2023-08-05,2023-08-27,2023-08-29,22,2386,0,3885.64,0.0,3885.64,1132.14,1054.71,Cancelled,Car dirty
4046,54,1597,37,1,4,13,2024-11-21,2024-12-17,2024-12-20,26,6975,1775,910.26,1242.5,2152.76,161.64,130.35,Cancelled,Car dirty
4047,30,2672,75,5,9,7,2025-07-10,2025-07-25,2025-07-26,15,1606,0,4548.0,0.0,4548.0,1708.14,1366.51,Active,
4048,82,1950,44,1,14,13,2024-10-09,2024-10-23,2024-10-23,14,220,0,490.14,0.0,490.14,145.94,137.75,Cancelled,Early return
4049,31,7281,58,4,13,10,2024-05-02,2024-05-10,2024-05-08,8,1065,0,1412.96,0.0,1412.96,1129.28,1078.51,No-show,No issues
4050,94,4683,58,4,14,5,2023-05-02,2023-05-25,2023-05-25,23,1567,0,4062.26,0.0,4062.26,1186.98,1103.83,No-show,Early return
4051,79,4197,26,3,12,11,2024-04-15,2024-05-09,2024-05-09,24,2563,0,2676.72,0.0,2676.72,737.03,703.15,No-show,Early return
4052,63,4103,45,4,4,11,2023-01-19,2023-02-18,2023-02-20,30,4092,0,5298.6,0.0,5298.6,1076.92,796.37,Completed,Early return
4053,72,5095,80,2,10,15,2023-12-08,2023-12-16,2023-12-19,8,543,0,692.48,0.0,692.48,326.53,272.7,Completed,Early return
4054,119,3958,4,3,2,2,2024-05-20,2024-05-27,2024-05-26,7,1538,0,780.71,0.0,780.71,633.65,477.74,Completed,No issues
4055,62,5031,57,2,14,5,2024-04-09,2024-04-12,2024-04-13,3,780,0,259.68,0.0,259.68,418.27,416.29,Cancelled,Car dirty
4056,90,2493,5,4,14,13,2024-03-11,2024-03-31,2024-04-02,20,2988,0,3532.4,0.0,3532.4,1302.28,1047.05,Active,Late return
4057,66,2472,42,2,9,10,2024-08-06,2024-08-15,2024-08-14,9,1973,0,779.04,0.0,779.04,356.04,179.34,Completed,
4058,50,1497,49,3,6,14,2025-06-21,2025-07-10,2025-07-12,19,3497,0,2119.07,0.0,2119.07,539.28,534.81,Active,Car dirty
4059,85,900,78,5,9,9,2024-12-07,2024-12-24,2024-12-22,17,907,0,5154.4,0.0,-5154.4,1593.05,1469.9,Active,
4060,113,6525,60,4,12,9,2025-06-05,2025-06-15,2025-06-13,10,190,0,1766.2,0.0,1766.2,1047.99,947.48,Cancelled,Minor scratch
4061,23,4205,51,1,3,12,2023-10-11,2023-10-22,2023-10-23,11,2349,149,385.11,104.3,489.41,183.58,171.88,Completed,Car dirty
4062,93,7154,37,1,15,14,2025-03-09,2025-04-03,2025-04-02,25,872,0,875.25,0.0,875.25,163.08,159.46,Cancelled,Car dirty
4063,32,1364,45,2,11,5,2024-10-23,2024-11-13,2024-11-15,21,6061,0,1817.76,0.0,1817.76,377.02,345.53,Cancelled,No issues
4064,68,4393,71,1,2,8,2023-06-18,2023-07-10,2023-07-13,22,100,0,770.22,0.0,770.22,169.54,161.77,Cancelled,
4065,103,3801,63,2,15,10,2025-11-11,2025-11-16,2025-11-19,5,1070,0,432.8,0.0,432.8,426.26,393.93,Completed,
4066,55,4882,41,3,3,13,2025-12-03,2025-12-16,2025-12-16,13,2357,0,1449.89,0.0,1449.89,538.09,383.55,Cancelled,Early return
4067,71,3218,46,2,15,3,2024-06-06,2024-06-10,2024-06-12,4,117,0,346.24,0.0,346.24,385.24,315.75,Active,No issues
4068,42,7015,2,3,12,15,2023-03-23,2023-03-28,2023-03-27,5,1174,0,557.65,0.0,557.65,542.41,498.14,Completed,Late return
4069,18,1857,46,2,12,4,2023-09-23,2023-10-12,2023-10-14,19,5492,0,1644.64,0.0,1644.64,369.52,314.43,Completed,Minor scratch
4070,20,2041,74,5,15,10,2025-02-18,2025-02-19,2025-02-18,1,154,0,303.2,0.0,303.2,1786.76,1603.26,Active,Minor scratch
4071,52,1867,17,1,7,8,2023-04-26,2023-05-16,2023-05-14,20,3193,0,700.2,0.0,700.2,158.36,135.47,Active,Early return
4072,67,3588,47,5,4,14,2025-08-18,2025-08-20,2025-08-21,2,71,0,606.4,0.0,606.4,1417.83,1212.21,No-show,Late return
4073,87,1512,66,2,13,1,2024-05-13,2024-05-23,2024-05-23,10,501,0,865.6,0.0,865.6,374.66,337.5,Completed,Car dirty
4074,20,1451,74,1,6,9,2024-11-25,2024-12-11,2024-12-11,16,2888,0,560.16,0.0,560.16,176.08,91.19,Cancelled,No issues
4075,99,6861,11,1,15,9,2024-06-02,2024-06-03,2024-06-02,1,201,1,35.01,0.7,-35.71,169.1,152.45,Active,Early return
4076,79,7613,26,2,14,6,2024-01-27,2024-02-05,2024-02-08,9,189,0,779.04,0.0,779.04,379.99,324.68,Cancelled,Late return
4077,17,1750,3,5,12,2,2025-03-08,2025-04-05,2025-04-05,28,1262,0,8489.6,0.0,8489.6,1879.56,1618.6,No-show,Car dirty
4078,11,205,73,5,15,12,2023-11-12,2023-11-23,2023-11-24,11,1902,0,3335.2,0.0,3335.2,2018.53,1888.1,Completed,No issues
4079,92,6834,1,4,7,15,2025-08-01,2025-08-23,2025-08-22,22,5478,0,3885.64,0.0,3885.64,917.26,899.65,No-show,Car dirty
4080,113,5024,42,3,12,15,2023-10-12,2023-11-08,2023-11-08,27,186,0,3011.31,0.0,3011.31,616.07,522.5,No-show,Early return
4081,111,5959,39,5,5,11,2025-12-05,2025-12-26,2025-12-27,21,3104,0,6367.2,0.0,6367.2,1778.96,1686.64,Active,Early return
4082,84,7252,55,5,10,13,2023-10-21,2023-11-11,2023-11-13,21,4376,0,6367.2,0.0,6367.2,1679.56,1649.8,Cancelled,No issues
4083,72,3210,28,5,14,14,2025-07-06,2025-07-24,2025-07-23,18,3364,0,5457.6,0.0,5457.6,1497.25,1387.47,Active,Car dirty
4084,52,345,50,4,13,14,2023-09-02,2023-09-18,2023-09-17,16,2554,0,2825.92,0.0,2825.92,1140.54,1108.82,No-show,Minor scratch
4085,97,111,5,3,5,13,2023-05-27,2023-06-15,2023-06-13,19,4995,0,2119.07,0.0,2119.07,698.49,653.51,Cancelled,
4086,65,3793,31,5,14,8,2025-04-18,2025-04-28,2025-04-29,10,92,0,3032.0,0.0,3032.0,1515.04,1297.08,Active,
4087,16,5198,36,5,7,5,2025-08-02,2025-08-14,2025-08-12,12,2575,0,3638.4,0.0,3638.4,1735.96,1444.54,Active,Late return
4088,117,4646,63,2,3,15,2025-04-28,2025-05-26,2025-05-24,28,8227,0,2423.68,0.0,2423.68,394.83,367.81,Active,Late return
4089,22,2831,75,5,4,1,2023-05-14,2023-05-25,2023-05-24,11,2148,0,3335.2,0.0,3335.2,1897.23,1761.57,Cancelled,
4090,98,5213,79,3,2,14,2024-06-08,2024-06-14,2024-06-16,6,1786,0,669.18,0.0,669.18,695.67,589.86,Completed,Minor scratch
4091,57,5118,56,5,9,9,2025-03-02,2025-03-16,2025-03-15,14,2456,0,4244.8,0.0,4244.8,1412.99,1273.18,Cancelled,Early return
4092,33,1698,61,4,1,6,2024-01-11,2024-01-31,2024-01-30,20,5977,0,3532.4,0.0,3532.4,973.44,873.12,Cancelled,Late return
4093,99,7712,66,1,3,11,2025-05-28,2025-06-05,2025-06-07,8,662,0,280.08,0.0,280.08,195.65,156.76,Active,Late return
4094,104,993,23,5,4,15,2025-02-19,2025-02-23,2025-02-25,4,1054,0,1212.8,0.0,1212.8,1940.42,1712.42,Completed,Car dirty
4095,5,6655,40,4,3,13,2024-06-05,2024-06-15,2024-06-18,10,371,0,1766.2,0.0,1766.2,1029.53,878.4,Active,Late return
4096,118,1951,67,4,6,8,2023-05-20,2023-06-04,2023-06-06,15,2461,0,2649.3,0.0,2649.3,1035.95,717.07,No-show,Late return
4097,101,7773,22,4,4,11,2024-08-15,2024-09-07,2024-09-10,23,2796,0,4062.26,0.0,4062.26,1208.11,1109.24,Completed,Car dirty
4098,120,3867,25,3,13,1,2025-06-17,2025-07-13,2025-07-11,26,2459,0,2899.78,0.0,2899.78,707.35,623.59,No-show,Early return
4099,6,6409,46,1,7,13,2023-04-15,2023-05-08,2023-05-11,23,2453,0,805.23,0.0,805.23,143.51,133.74,Completed,Late return
4100,107,4588,36,5,10,10,2024-02-08,2024-02-27,2024-03-01,19,4229,0,5760.8,0.0,5760.8,1586.65,1487.73,No-show,
4101,23,7346,31,2,3,10,2025-04-27,2025-05-26,2025-05-27,29,7518,0,2510.24,0.0,2510.24,415.33,414.74,Active,Late return
4102,88,3673,61,3,14,10,2025-11-11,2025-11-16,2025-11-16,5,1154,0,557.65,0.0,557.65,718.17,710.39,Active,Car dirty
4103,76,1615,32,1,15,6,2023-04-25,2023-04-28,2023-05-01,3,307,0,105.03,0.0,105.03,186.77,176.7,Completed,No issues
4104,40,3937,66,4,12,3,2023-03-16,2023-03-25,2023-03-27,9,2106,0,1589.58,0.0,1589.58,906.3,795.67,Cancelled,Late return
4105,1,4274,38,3,9,1,2024-06-21,2024-07-16,2024-07-14,25,2471,0,2788.25,0.0,2788.25,551.62,504.29,Active,Early return
4106,94,5125,69,1,14,11,2024-11-11,2024-11-30,2024-12-03,19,3203,0,665.19,0.0,665.19,164.19,156.57,Cancelled,No issues
4107,102,3057,31,4,11,14,2025-04-16,2025-05-15,2025-05-16,29,8336,0,5121.98,0.0,5121.98,1302.21,1075.33,Cancelled,
4108,107,5959,71,2,11,1,2024-08-13,2024-09-01,2024-09-02,19,2374,0,1644.64,0.0,1644.64,395.84,330.5,Completed,Minor scratch
4109,21,3176,17,3,2,15,2023-09-28,2023-10-01,2023-10-03,3,208,0,334.59,0.0,334.59,737.31,689.58,Completed,Minor scratch
4110,115,1750,21,3,9,3,2024-09-19,2024-10-03,2024-10-02,14,2742,0,1561.42,0.0,1561.42,635.22,540.88,Active,
4111,34,5511,72,3,7,14,2023-08-22,2023-08-23,2023-08-23,1,149,0,111.53,0.0,111.53,621.36,614.7,Cancelled,Late return
4112,106,85,23,5,5,15,2024-08-12,2024-08-29,2024-09-01,17,4897,0,5154.4,0.0,5154.4,1714.24,1372.65,No-show,
4113,46,5051,31,4,7,1,2023-06-26,2023-07-11,2023-07-11,15,3810,0,2649.3,0.0,2649.3,1230.06,1080.64,Cancelled,
4114,92,4633,4,1,3,15,2025-07-17,2025-07-27,2025-07-26,10,233,0,350.1,0.0,350.1,194.5,189.59,Active,Late return
4115,86,6204,40,5,10,12,2025-01-23,2025-02-16,2025-02-16,24,4631,0,7276.8,0.0,7276.8,1609.53,1484.42,Completed,Car dirty
4116,13,1960,45,2,7,7,2023-05-10,2023-06-01,2023-06-02,22,1233,0,1904.32,0.0,1904.32,362.35,339.86,Completed,Early return
4117,34,959,57,3,2,3,2024-07-15,2024-08-06,2024-08-04,22,2933,0,2453.66,0.0,2453.66,707.94,618.54,Completed,Late return
4118,112,4630,48,5,5,10,2023-07-23,2023-07-27,2023-07-26,4,447,0,1212.8,0.0,1212.8,1948.49,1569.16,Cancelled,
4119,31,1289,73,4,15,9,2023-04-18,2023-04-28,2023-04-28,10,1406,0,1766.2,0.0,1766.2,1201.7,1103.8,Active,Late return
4120,90,3001,33,4,12,7,2023-09-17,2023-10-13,2023-10-12,26,7246,0,4592.12,0.0,4592.12,1299.26,1297.89,Completed,
4121,107,2843,56,1,14,11,2023-04-02,2023-04-27,2023-04-29,25,3110,0,875.25,0.0,875.25,145.05,128.48,Cancelled,No issues
4122,78,2814,8,1,6,3,2024-09-23,2024-10-13,2024-10-11,20,315,0,700.2,0.0,700.2,189.14,165.5,No-show,Car dirty
4123,116,5578,18,5,12,12,2025-03-21,2025-04-10,2025-04-10,20,4018,0,6064.0,0.0,6064.0,1861.5,1555.07,Completed,Late return
4124,100,7644,8,2,4,7,2025-12-02,2025-12-19,2025-12-17,17,718,0,1471.52,0.0,1471.52,410.71,334.43,Cancelled,Early return
4125,68,3897,76,2,8,5,2024-07-18,2024-07-21,2024-07-23,3,840,0,259.68,0.0,259.68,465.49,381.1,No-show,Minor scratch
4126,21,4293,3,3,10,8,2024-06-27,2024-07-05,2024-07-07,8,2366,0,892.24,0.0,892.24,698.94,674.83,No-show,Car dirty
4127,35,3052,25,5,2,15,2024-03-13,2024-03-27,2024-03-28,14,3520,0,4244.8,0.0,4244.8,1886.27,1870.52,No-show,Early return
4128,96,7140,4,2,15,11,2025-04-01,2025-04-29,2025-04-29,28,6345,0,2423.68,0.0,2423.68,320.21,267.64,No-show,No issues
4129,41,3259,57,2,6,6,2024-11-18,2024-12-06,2024-12-04,18,3142,0,1558.08,0.0,1558.08,466.79,433.3,Active,
4130,27,1600,51,2,2,6,2023-12-22,2023-12-29,2023-12-27,7,163,0,605.92,0.0,605.92,461.62,292.81,Active,
4131,24,2650,8,5,14,6,2023-10-20,2023-11-03,2023-11-01,14,3872,0,4244.8,0.0,4244.8,1481.48,1431.06,Active,Late return
4132,39,2864,44,1,9,1,2023-01-27,2023-02-02,2023-02-02,6,1757,557,210.06,389.9,599.96,167.88,154.74,Completed,Late return
4133,5,5738,19,3,2,6,2025-04-09,2025-05-05,2025-05-03,26,6748,0,2899.78,0.0,2899.78,510.83,471.51,No-show,Late return
4134,19,7142,8,2,6,3,2024-11-24,2024-11-26,2024-11-28,2,96,0,173.12,0.0,173.12,406.55,344.74,Completed,No issues
4135,113,2905,47,2,11,14,2024-09-09,2024-09-19,2024-09-19,10,1840,0,865.6,0.0,865.6,371.01,354.47,Completed,
4136,66,2886,1,3,5,10,2023-09-23,2023-09-29,2023-09-27,6,1787,0,669.18,0.0,669.18,731.15,642.09,No-show,Car dirty
4137,114,129,46,4,14,7,2025-06-22,2025-07-05,2025-07-07,13,102,0,2296.06,0.0,2296.06,979.53,865.59,Active,Car dirty
4138,61,4852,7,3,3,14,2025-08-12,2025-09-06,2025-09-09,25,4121,0,2788.25,0.0,2788.25,678.72,647.44,No-show,Minor scratch
4139,39,6136,50,4,11,6,2024-08-06,2024-08-26,2024-08-28,20,3134,0,3532.4,0.0,3532.4,949.97,849.11,Active,Early return
4140,39,2825,56,3,7,3,2023-03-08,2023-03-10,2023-03-11,2,309,0,223.06,0.0,223.06,539.93,489.4,Active,
4141,59,3675,13,4,15,6,2023-12-17,2023-12-27,2023-12-29,10,2081,0,1766.2,0.0,1766.2,965.88,874.08,Cancelled,No issues
4142,62,4511,22,4,5,14,2025-12-14,2025-12-24,2025-12-22,10,2327,0,1766.2,0.0,1766.2,991.16,865.36,Active,Early return
4143,36,7344,51,2,14,1,2023-11-21,2023-12-05,2023-12-07,14,2204,0,1211.84,0.0,1211.84,333.71,302.48,Cancelled,No issues
4144,30,7578,21,2,13,6,2023-04-12,2023-04-23,2023-04-21,11,1786,0,952.16,0.0,952.16,444.12,385.2,No-show,No issues
4145,45,5770,60,2,15,8,2025-09-09,2025-09-14,2025-09-16,5,381,0,432.8,0.0,432.8,389.96,387.34,Active,No issues
4146,90,481,58,5,4,11,2024-01-22,2024-02-05,2024-02-06,14,477,0,4244.8,0.0,4244.8,1880.54,1700.18,Completed,No issues
4147,61,6519,48,4,14,14,2024-01-16,2024-01-25,2024-01-23,9,565,0,1589.58,0.0,1589.58,1051.06,1020.82,Cancelled,No issues
4148,29,6035,33,1,14,12,2025-06-15,2025-06-25,2025-06-24,10,2773,773,350.1,541.1,891.2,194.79,182.92,Cancelled,Car dirty
4149,109,345,39,4,14,11,2025-09-24,2025-10-21,2025-10-19,27,167,0,4768.74,0.0,4768.74,1282.35,1233.04,Cancelled,Minor scratch
4150,5,5452,78,5,7,8,2023-05-12,2023-05-21,2023-05-20,9,1347,0,2728.8,0.0,2728.8,1743.21,1420.04,Active,Minor scratch
4151,47,5382,17,5,3,1,2025-08-28,2025-09-09,2025-09-11,12,3369,0,3638.4,0.0,3638.4,1401.57,1176.14,Completed,Minor scratch
4152,74,3529,40,3,6,6,2024-12-22,2025-01-11,2025-01-14,20,4015,0,2230.6,0.0,2230.6,618.68,384.46,No-show,Early return
4153,76,3343,54,3,7,3,2023-09-25,2023-10-15,2023-10-16,20,2040,0,2230.6,0.0,2230.6,653.88,600.67,Completed,Early return
4154,72,6662,38,2,13,1,2023-06-18,2023-07-07,2023-07-09,19,1703,0,1644.64,0.0,1644.64,450.54,422.77,Cancelled,Early return
4155,13,2648,17,5,13,1,2024-05-12,2024-06-02,2024-06-04,21,3002,0,6367.2,0.0,6367.2,2048.85,1707.54,Active,Minor scratch
4156,116,3539,38,2,14,8,2024-11-24,2024-12-15,2024-12-15,21,2986,0,1817.76,0.0,1817.76,402.32,376.78,Cancelled,Late return
